PlateNumber,Colour,BuildType,MakeModel,YearOfManufacture,VehicleType,StolenDate,PoliceDistrict
DLM428,Blue,Toyota,HILUX,2006,Utility,30/11/2025,Canterbury
DLQ188,White,Mitsubishi,TRITON,2006,Utility,18/11/2025,Canterbury
DLR192,Blue,Nissan,PATHFINDER,2006,Stationwagon,21/07/2025,Northland
DLT638,Black,Audi,S4,2006,Saloon,18/08/2025,Northland
DLW130,Silver,Toyota,ESTIMA,2000,Stationwagon,25/06/2025,Waikato
DLW654,Blue,Toyota,CALDINA,1998,Stationwagon,24/11/2025,Northland
DMC69,White,Ford,COURIER,2006,Utility,15/11/2025,Northland
DMD84,White,Mazda,BOUNTY,2006,Utility,24/06/2025,Bay of Plenty
DMD980,White,Mazda,BOUNTY,2006,Utility,22/08/2025,Central
DMG773,White,Toyota,HILUX,2004,Utility,30/07/2025,Waikato
DMH47,Grey,Ford,COURIER,2006,Utility,7/10/2025,Canterbury
DMH657,Red,Toyota,HILUX,1997,Utility,3/09/2025,Canterbury
DML277,Black,Ford,COURIER,2005,Utility,19/07/2025,Central
DMP397,Red,Toyota,HILUX,1997,Stationwagon,19/09/2025,Waitemata
DMQ634,White,Subaru,LEGACY,1999,Stationwagon,19/10/2025,Canterbury
DMU547,Red,Honda,CIVIC,2006,Saloon,11/09/2025,Waitemata
DMU732,White,Ford,COURIER,2006,Utility,4/08/2025,Canterbury
DMW964,Grey,Toyota,SURF,1990,Stationwagon,16/10/2025,Southern
DMZ798,Black,Toyota,HILUX,2006,Utility,23/08/2025,Bay of Plenty
DMZ970,Silver,Peugeot,206,2006,Hatchback,16/10/2025,Wellington
DNC345,Green,Mitsubishi,TRITON,2006,Utility,5/09/2025,Central
DND207,White,Ford,COURIER,2006,Utility,17/06/2025,Central
DNE834,Black,Holden,COMMODORE,2006,Saloon,3/08/2025,Wellington
DNF255,Grey,Ford,FALCON,2006,Stationwagon,17/08/2025,Central
DNG507,White,Mazda,BOUNTY,2006,Utility,24/11/2025,Counties/Manukau
DNG535,White,Toyota,HIACE,1994,Mobile Home - Light,10/09/2025,Waitemata
DNM347,Black,Nissan,TERRANO,1996,Stationwagon,20/09/2025,Waikato
DNN328,Red,Toyota,HILUX,2006,Utility,27/10/2025,Waitemata
DNT189,Silver,Holden,COMMODORE,2006,Stationwagon,29/08/2025,Waitemata
DNT238,Black,Holden,VIVA,2006,Hatchback,1/12/2025,Counties/Manukau
DNY193,White,Ford,COURIER,2006,Utility,10/06/2025,Southern
DOR595,Green,John Deere,RIDE ON MOWER,2008,,17/06/2025,Waikato
DPE58,Green,Nissan,SAFARI,1994,Stationwagon,6/08/2025,Waitemata
DPG283,Black,Kia,SORENTO,2006,Stationwagon,27/11/2025,Central
DPN841,Red,Toyota,COROLLA,2006,Hatchback,11/11/2025,Canterbury
DPR188,Blue,Toyota,SURF,1997,Stationwagon,21/06/2025,Bay of Plenty
DPR775,Silver,Toyota,LANDCRUISER,1996,Stationwagon,6/12/2025,Canterbury
DQC130,Orange,Holden,COMMODORE,2006,Saloon,3/12/2025,Northland
DQD129,Gold,Mitsubishi,RVR,1999,Stationwagon,5/09/2025,Central
DQE784,Red,Mazda,DEMIO,1998,Hatchback,3/10/2025,Southern
DQG822,White,Ford,TRANSIT,2006,Heavy Van,18/11/2025,Counties/Manukau
DQU899,Red,Mazda,ATENZA,2002,Stationwagon,25/11/2025,Wellington
DRT170,Silver,Ford,RANGER,2007,Utility,22/09/2025,Northland
DRZ935,Silver,Subaru,LEGACY,1997,Stationwagon,19/09/2025,Eastern
DSA607,Silver,Toyota,HILUX,2007,Utility,25/10/2025,Wellington
DSB389,Grey,BMW,545I,2004,Saloon,18/07/2025,Counties/Manukau
DSD162,Blue,Toyota,CARIB,1999,Stationwagon,23/11/2025,Central
DSD46,Blue,Toyota,HIACE,1999,Light Van,5/11/2025,Auckland City
DSQ457,Silver,Toyota,PLATZ,1999,Saloon,11/10/2025,Auckland City
DSS407,Red,Ford,COURIER,2002,Utility,11/11/2025,Eastern
DSY847,Blue,Toyota,HILUX,1996,Stationwagon,1/10/2025,Canterbury
DTA265,Red,Nissan,PULSAR,1996,Hatchback,12/06/2025,Waikato
DTB145,Cream,Toyota,HIACE,1995,Light Van,10/07/2025,Wellington
DTD586,White,Ford,ECONOVAN,2007,Light Van,29/06/2025,Wellington
DTF617,Red,Toyota,HILUX,1996,Utility,9/08/2025,Bay of Plenty
DTK993,Silver,Nissan,NAVARA,2007,Utility,20/06/2025,Bay of Plenty
DTQ950,White,Mazda,BT-50,2007,Utility,5/12/2025,Waitemata
DTS662,Blue,Subaru,IMPREZA,2002,Saloon,16/08/2025,Counties/Manukau
DTW591,Blue,Volkswagen,POLO,2001,Hatchback,28/10/2025,Central
DUA712,Blue,Nissan,NAVARA,2007,Utility,24/11/2025,Waitemata
DUB909,White,Toyota,HIACE,2001,Light Van,17/11/2025,Auckland City
DUE957,Gold,Kia,CERATO,2007,Hatchback,17/07/2025,Wellington
DUH565,Red,Mazda,ATENZA,2002,Stationwagon,23/08/2025,Eastern
DUH887,Silver,Toyota,HILUX,2007,Utility,6/11/2025,Eastern
DUN168,Green,Toyota,STARLET,1997,Hatchback,28/09/2025,Canterbury
DUN303,Red,Mazda,BT-50,2007,Utility,15/07/2025,Bay of Plenty
DUU106,Silver,Hyundai,SONATA,2007,Saloon,2/12/2025,Wellington
DUU54,Black,Ford,FALCON,2007,Saloon,10/10/2025,Central
DUY719,Silver,Honda,CIVIC,1998,Saloon,30/11/2025,Waitemata
DV4000,Green,Bedford,K,1954,Mobile Home - Light,3/08/2025,Canterbury
DWD752,Silver,Toyota,HILUX,2002,Utility,21/09/2025,Central
DWE343,Grey,Holden,COMMODORE,2007,Saloon,19/08/2025,Canterbury
DWF656,Silver,Ford,RANGER,2007,Utility,12/10/2025,Northland
DWH813,Silver,Honda,LOGO,1997,Hatchback,11/11/2025,Northland
DWJ97,Black,Mazda,BT-50,2007,Utility,17/10/2025,Northland
DWM588,Silver,Mercedes-Benz,C200,2003,Sports Car,22/09/2025,Waitemata
DWN800,Blue,BMW,320I,2001,Convertible,11/10/2025,Wellington
DWQ120,Silver,Mazda,MPV,1999,Stationwagon,18/09/2025,Southern
DWR809,Grey,Toyota,LANDCRUISER,1992,Stationwagon,14/11/2025,Auckland City
DWS259,Black,Suzuki,SWIFT,2007,Hatchback,10/10/2025,Central
DWU591,Black,Ford,TERRITORY,2007,Stationwagon,8/10/2025,Northland
DYC601,Blue,Mazda,DEMIO,2006,Hatchback,6/07/2025,Northland
DYD338,White,Toyota,HILUX,2000,Utility,3/08/2025,Northland
DYE118,Blue,Nissan,SKYLINE,1996,Saloon,16/10/2025,Canterbury
DYF58,Grey,Nissan,WINGROAD,2000,Saloon,27/07/2025,Auckland City
DYH638,Red,Mazda,BT-50,2007,Utility,5/08/2025,Bay of Plenty
DYK440,White,Mitsubishi,LANCER,1998,Saloon,5/11/2025,Counties/Manukau
DYL492,Green,Toyota,HILUX,1994,Stationwagon,10/08/2025,Bay of Plenty
DYP512,White,Mitsubishi,CANTER,1998,Other Truck,28/10/2025,Canterbury
DYQ904,Blue,Toyota,PRIUS,2002,Saloon,9/07/2025,Eastern
DYW437,Gold,Ford,FALCON,2004,Saloon,23/10/2025,Bay of Plenty
DZC171,Black,Audi,A4,2007,Stationwagon,22/07/2025,Bay of Plenty
DZC614,Red,Holden,COMMODORE,2007,Saloon,8/10/2025,Southern
DZD577,White,Holden,UTE,2007,Utility,18/08/2025,Wellington
DZG209,Orange,Nissan,MARCH,2002,Saloon,18/08/2025,Waitemata
DZK608,Red,Nissan,NAVARA,2007,Utility,17/08/2025,Central
DZL144,Green,Suzuki,GRAND VITARA,2007,Stationwagon,27/11/2025,Central
DZP276,Grey,Nissan,X-TRAIL,2007,Stationwagon,22/07/2025,Bay of Plenty
E1161,White,Liteweight,TRAILER,1989,Trailer,31/08/2025,Waikato
E170D,Black,Trailer,DOMESTIC TRAILER,2000,Trailer,6/12/2025,Canterbury
E249F,Grey,Trailer,TOKO,2004,Boat Trailer,13/11/2025,Wellington
E864M,Silver,Kea,K744X6,2005,Trailer,25/09/2025,Northland
E923Z,Silver,Trailer,K744XT,2005,Trailer,7/07/2025,Canterbury
E9743,Grey,Trailer,,1983,Trailer,24/08/2025,Canterbury
E977G,Green,Homebuilt,TRAILER,1982,Trailer,26/08/2025,Central
EAM343,Silver,Nissan,HOMY,1999,Light Van,26/10/2025,Waitemata
EAM69,White,Toyota,HIACE,2000,Light Van,4/12/2025,Auckland City
EAM927,Blue,Mazda,AXELA,2004,Hatchback,29/11/2025,Waitemata
EAN405,White,Nissan,NAVARA,2007,Utility,3/11/2025,Southern
EAN478,Blue,Nissan,NAVARA,2007,Utility,4/09/2025,Bay of Plenty
EAP211,Brown,Ford,FESTIVA,1998,Hatchback,4/12/2025,Tasman
EAT530,Blue,Holden,COMMODORE,2007,Saloon,10/08/2025,Northland
EAY953,Black,Holden,CAPTIVA,2007,Stationwagon,19/08/2025,Bay of Plenty
EAZ9,Silver,Toyota,COROLLA,2007,Stationwagon,21/07/2025,Waikato
EBB637,White,Ford,RANGER,2007,Utility,2/09/2025,Canterbury
EBB733,White,Ford,RANGER,2007,Utility,6/09/2025,Canterbury
EBF511,Black,Holden,COMMODORE,2007,Saloon,3/07/2025,Northland
EBG602,Silver,Audi,A4,2003,Saloon,23/06/2025,Canterbury
EBK775,Silver,Holden,COMMODORE,2003,Stationwagon,3/12/2025,Counties/Manukau
EBN153,Red,Ford,FOCUS,2000,Hatchback,20/07/2025,Bay of Plenty
EBQ328,Blue,Toyota,HILUX,1996,Stationwagon,19/09/2025,Canterbury
EBS907,White,Nissan,NAVARA,2007,Utility,28/09/2025,Waitemata
EBW638,Black,BMW,X5,2007,Stationwagon,20/07/2025,Waikato
EBZ225,White,Toyota,HILUX 2.8 D/C,1994,Utility,4/08/2025,Central
ECC692,White,Toyota,FIELDER,2000,Stationwagon,26/06/2025,Counties/Manukau
ECO02,White,Fiat,500,2008,Hatchback,5/10/2025,Counties/Manukau
ECP677,White,Nissan,BLUEBIRD,1998,Saloon,4/07/2025,Counties/Manukau
ECQ642,Silver,Mitsubishi,TRITON,2007,Utility,17/08/2025,Canterbury
ECR737,Black,Toyota,CALDINA,1998,Stationwagon,4/12/2025,Counties/Manukau
ECS180,White,Nissan,STAGEA,1999,Stationwagon,23/08/2025,Waitemata
ECS583,Blue,Ford,FALCON,2007,Saloon,5/10/2025,Southern
ECU22,Blue,Mitsubishi,FUSO,1996,Service Coach,18/11/2025,Tasman
ECZ663,Black,Ford,RANGER,2007,Utility,26/08/2025,Wellington
EDB443,White,Mitsubishi,L300,2007,Light Van,20/10/2025,Counties/Manukau
EDC196,Red,Subaru,LEGACY,2000,Saloon,28/10/2025,Eastern
EDC859,Black,Toyota,COROLLA,2007,Saloon,24/07/2025,Wellington
EDG854,White,Holden,COMMODORE,2007,Saloon,3/11/2025,Tasman
EDN136,Silver,Suzuki,JIMNY,1998,Stationwagon,16/09/2025,Waikato
EDT261,Black,Holden,COMMODORE,2007,Saloon,20/11/2025,Central
EDT636,Red,Hyundai,SONATA,2007,Saloon,28/11/2025,Eastern
EDW69,Silver,Toyota,HILUX,2007,Utility,17/07/2025,Eastern
EDZ451,Silver,Subaru,LEGACY,2001,Saloon,21/11/2025,Canterbury
EEA435,Black,Holden,UTE,2007,Utility,12/07/2025,Wellington
EEH476,Silver,Ford,FOCUS,2007,Hatchback,5/12/2025,Eastern
EFF337,Black,Mazda,BT-50,2007,Utility,10/10/2025,Bay of Plenty
EFF350,Silver,Toyota,HILUX,1998,Stationwagon,18/09/2025,Canterbury
EFH10,White,Toyota,HILUX,2007,Utility,20/11/2025,Southern
EFJ904,Blue,Suzuki,SWIFT,2006,Hatchback,29/09/2025,Canterbury
EFL92,Red,Mazda,BT-50,2007,Utility,16/06/2025,Eastern
EFN231,Red,Mazda,ATENZA,2004,Stationwagon,23/11/2025,Waitemata
EFN262,Gold,Mazda,MAZDA3,2007,Hatchback,16/10/2025,Bay of Plenty
EFU434,Silver,Ford,FOCUS,2007,Hatchback,30/08/2025,Canterbury
EFU728,Silver,Daihatsu,SIRION,2007,Hatchback,7/11/2025,Northland
EFZ56,Silver,Mazda,ROADSTER,1998,Convertible,10/10/2025,Wellington
EGB552,Silver,Honda,ACCORD,1998,Saloon,24/09/2025,Waikato
EGC86,Blue,Holden,COMMODORE,2007,Saloon,28/06/2025,Northland
EGL6,White,Subaru,LEGACY,2000,Stationwagon,17/06/2025,Canterbury
EGM804,Silver,Toyota,LANDCRUISER,1998,Stationwagon,27/11/2025,Waitemata
EGM950,White,Toyota,CELICA,2000,Sports Car,10/09/2025,Waikato
EGU221,Silver,Honda,PRELUDE,1987,Saloon,8/10/2025,Canterbury
EHC419,Black,BMW,540I,2000,Saloon,11/11/2025,Central
EHE434,White,Ford,RANGER,2008,Utility,25/11/2025,Auckland City
EHH538,Blue,Ford,FALCON,2008,Saloon,28/07/2025,Canterbury
EHH733,Black,Holden,EPICA,2008,Saloon,23/11/2025,Waitemata
EHL103,Orange,Nissan,MURANO,2005,Stationwagon,7/08/2025,Canterbury
EHP666,Blue,Mazda,ATENZA,2004,Stationwagon,31/08/2025,Central
EHQ206,Green,Mazda,FAMILIA,1998,Stationwagon,19/11/2025,Bay of Plenty
EHR552,Black,Subaru,LEGACY,2001,Stationwagon,6/08/2025,Northland
EJC318,Silver,Suzuki,SWIFT,2006,Hatchback,6/09/2025,Northland
EJD974,White,Toyota,HILUX,2008,Utility,14/10/2025,Central
EJE222,White,Mitsubishi,RVR,1998,Stationwagon,14/09/2025,Wellington
EJJ53,Grey,Toyota,HILUX,2007,Utility,5/08/2025,Bay of Plenty
EJJ672,Silver,Toyota,CELICA,1999,Sports Car,26/08/2025,Counties/Manukau
EJN594,Green,Toyota,HILUX,1999,Utility,6/11/2025,Waitemata
EJQ358,White,Suzuki,GRAND VITARA,2008,Stationwagon,4/08/2025,Central
EJU616,Green,BMW,745I,2002,Saloon,8/11/2025,Wellington
EJW524,Grey,Nissan,BLUEBIRD,2000,Saloon,28/11/2025,Waikato
EJZ215,Red,Peugeot,207,2008,Hatchback,2/08/2025,Counties/Manukau
EKF263,White,Ford,RANGER,2008,Utility,5/07/2025,Bay of Plenty
EKG947,White,Mazda,BONGO,2001,Light Van,26/11/2025,Canterbury
EKM130,Black,Mazda,FAMILIA,2002,Hatchback,30/07/2025,Wellington
EKM530,Green,Toyota,LANDCRUISER PRADO,1996,Stationwagon,7/10/2025,Counties/Manukau
EKM75,Red,Toyota,CAMRY,2008,Saloon,26/10/2025,Eastern
EKN60,Silver,Honda,ODYSSEY,2008,Light Van,5/07/2025,Counties/Manukau
EKQ18,Blue,BMW,118I,2008,Saloon,9/08/2025,Counties/Manukau
EKT210,White,Mitsubishi,L200,1998,Utility,2/07/2025,Northland
EKT733,Blue,Toyota,HILUX,2008,Utility,6/10/2025,Bay of Plenty
EKU108,Silver,Toyota,LANDCRUISER,1991,Stationwagon,29/07/2025,Northland
ELC468,Green,Toyota,BB,2006,Hatchback,10/11/2025,Canterbury
ELD757,White,Toyota,COROLLA,2008,Stationwagon,23/09/2025,Canterbury
ELE663,Black,Suzuki,SWIFT,2008,Hatchback,10/08/2025,Wellington
ELF279,Red,Nissan,STAGEA,1999,Stationwagon,8/07/2025,Canterbury
ELG528,White,Toyota,CALDINA,1998,Stationwagon,25/10/2025,Canterbury
ELQ964,Green,Jaguar,SOVEREIGN,1999,Saloon,25/10/2025,Waitemata
ELS499,Blue,Nissan,MICRA,2008,Hatchback,26/06/2025,Waikato
ELU77,White,Mazda,BT-50,2008,Utility,17/10/2025,Waikato
ELW986,Blue,Nissan,LUCINO,1996,Stationwagon,11/06/2025,Waikato
EME132,Grey,Volkswagen,TIGUAN,2008,Stationwagon,8/11/2025,Southern
EME32,White,Holden,COMMODORE,2008,Saloon,20/07/2025,Central
EMP576,Grey,Toyota,CAMRY,1998,Saloon,2/12/2025,Bay of Plenty
EMR196,Silver,Subaru,FORESTER,1999,Stationwagon,1/09/2025,Waikato
EMT246,Black,Hyundai,SANTA FE,2008,Stationwagon,3/09/2025,Canterbury
ENE267,White,Toyota,ALTEZZA,1999,Saloon,29/07/2025,Waitemata
ENG350,Blue,Mazda,FAMILIA,1996,Hatchback,17/11/2025,Canterbury
ENG897,White,Ford,COURIER,2001,Utility,29/07/2025,Waikato
ENH552,Silver,Toyota,LANDCRUISER,2003,Utility,28/06/2025,Bay of Plenty
ENL46,Grey,Toyota,COROLLA,2003,Saloon,9/07/2025,Auckland City
ENM333,White,Toyota,HILUX,2008,Utility,24/10/2025,Central
ENN696,Grey,Mazda,ATENZA,2003,Stationwagon,16/08/2025,Bay of Plenty
ENP306,Silver,Nissan,WINGROAD,2008,Stationwagon,15/07/2025,Eastern
ENU57,Grey,Ford,TERRITORY,2008,Stationwagon,15/07/2025,Central
ENVYED,Silver,Mitsubishi,LANCER,2006,Saloon,26/11/2025,Counties/Manukau
EPA788,Black,Holden,UTE,2008,Utility,1/08/2025,Canterbury
EPC873,White,Nissan,CARAVAN,2005,Light Van,17/10/2025,Counties/Manukau
EPQ438,White,Mitsubishi,L300,2008,Light Bus,28/10/2025,Wellington
EPR311,Green,Mazda,TRIBUTE,2003,Stationwagon,24/06/2025,Waikato
EQW634,Red,Suzuki,SWIFT,2008,Hatchback,16/07/2025,Bay of Plenty
EQY155,Orange,Toyota,ALTEZZA,1999,Saloon,5/10/2025,Canterbury
ERC217,Black,Ford,COURIER,2006,Utility,5/07/2025,Waitemata
ERL908,White,Toyota,COROLLA,2008,Hatchback,12/09/2025,Waitemata
ERQ535,Silver,Toyota,HILUX,1996,Stationwagon,27/06/2025,Auckland City
ERS343,Silver,Toyota,GRANVIA,1996,Stationwagon,15/08/2025,Waitemata
ERS361,Blue,Toyota,HILUX,1995,Stationwagon,7/11/2025,Wellington
ERU985,White,Toyota,CELICA,1999,Sports Car,16/08/2025,Waikato
ESB802,White,Toyota,ESTIMA,2001,Stationwagon,11/10/2025,Counties/Manukau
ESF725,White,Toyota,HILUX,1996,Utility,2/10/2025,Tasman
ESJ842,White,Nissan,VANETTE,2003,Light Van,26/11/2025,Canterbury
ESK51,White,Toyota,CARIB,2000,Stationwagon,12/11/2025,Wellington
ESM568,White,Isuzu,ELF,2008,Other Truck,6/12/2025,Bay of Plenty
ESR118,Green,Nissan,SERENA,1999,Stationwagon,11/06/2025,Waikato
ESR544,Silver,Holden,COLORADO,2008,Utility,29/10/2025,Northland
ESR78,White,Mazda,FAMILIA,1999,Hatchback,26/11/2025,Canterbury
ESS972,Silver,Volkswagen,BEETLE,2000,Hatchback,11/08/2025,Counties/Manukau
ETC828,Silver,Honda,CRV,2008,Light Van,23/06/2025,Bay of Plenty
ETE560,Black,Holden,COMMODORE,2008,Saloon,5/09/2025,Counties/Manukau
ETF489,Blue,Hyundai,GETZ,2008,Hatchback,3/12/2025,Canterbury
ETH763,Red,Mazda,MAZDA3,2008,Saloon,4/11/2025,Bay of Plenty
ETL689,Grey,Mitsubishi,OUTLANDER,2006,Stationwagon,5/07/2025,Central
ETN116,White,Ford,RANGER,2008,Utility,18/09/2025,Canterbury
ETN604,Grey,Mitsubishio Fuso,FIGHTER,2008,Other Truck,4/08/2025,Counties/Manukau
ETP953,Black,Holden,COMMODORE,2009,Saloon,23/08/2025,Southern
ETS569,Grey,Mazda,MAZDA6,2008,Saloon,23/11/2025,Waikato
ETT125,White,Toyota,LANDCRUISER PRADO,2005,Stationwagon,5/12/2025,Canterbury
ETT307,Red,Holden,COMMODORE,2008,Saloon,6/08/2025,Central
ETY194,White,Nissan,TERRANO,1996,Stationwagon,6/07/2025,Waitemata
ETZ434,Grey,Volkswagen,TOUAREG,2005,Stationwagon,4/09/2025,Counties/Manukau
EUA442,White,Honda,ODYSSEY,2000,Stationwagon,3/09/2025,Waitemata
EUC683,Blue,Nissan,MICRA,2008,Hatchback,21/09/2025,Wellington
EUE766,Silver,Volkswagen,GOLF,1999,Hatchback,3/12/2025,Bay of Plenty
EUG457,Grey,Toyota,LUCIDA,1992,Stationwagon,25/11/2025,Tasman
EUH147,Black,Ford,FALCON,2009,Saloon,19/09/2025,Auckland City
EUL802,Red,Mazda,AXELA,2003,Saloon,17/08/2025,Bay of Plenty
EVILST,Black,Nissan,SKYLINE,2007,Saloon,12/06/2025,Counties/Manukau
EWA978,Gold,Toyota,LAND CRUISER PRADO,2001,Stationwagon,7/08/2025,Waitemata
EWB297,Silver,Subaru,LEGACY,1992,Saloon,14/10/2025,Wellington
EWB586,Green,Mitsubishi,OUTLANDER,2009,Stationwagon,18/09/2025,Central
EWB956,Silver,Toyota,WISH,2003,Stationwagon,3/08/2025,Auckland City
EWC195,Blue,Ford,FOCUS,2009,Hatchback,19/11/2025,Wellington
EWE787,Silver,Toyota,LEVIN,1996,Saloon,25/09/2025,Waikato
EWJ714,White,Ford,TRANSIT,2009,Mobile Home - Light,21/08/2025,Auckland City
EWN476,Black,Jeep,PATRIOT,2009,Stationwagon,22/07/2025,Auckland City
EWW730,Silver,Nissan,NAVARA,2009,Utility,9/08/2025,Bay of Plenty
EYH843,White,Mitsubishi,L300,2009,Light Van,26/08/2025,Waitemata
EYL315,Gold,Mazda,DEMIO,2003,Hatchback,13/09/2025,Central
EYM70,Black,Honda,ACCORD,2009,Saloon,17/11/2025,Northland
EYY275,Black,Hyundai,TUCSON,2009,Stationwagon,1/12/2025,Central
EZA972,White,Toyota,HIACE,1999,Light Van,1/10/2025,Counties/Manukau
EZC447,Grey,Mazda,MAZDA6,2006,Stationwagon,8/11/2025,Waikato
EZN20,White,Holden,COMMODORE,2009,Stationwagon,29/10/2025,Bay of Plenty
EZN265,White,Ford,RANGER,2009,Utility,3/07/2025,Bay of Plenty
EZR197,Silver,Ford,ESCAPE,2002,Stationwagon,31/10/2025,Eastern
EZS405,White,Mazda,MAZDA3,2009,Hatchback,15/10/2025,Bay of Plenty
EZT886,Silver,Ford,RANGER,2009,Utility,25/09/2025,Waikato
F128K,Silver,Trailer,FIRST 6X4,2005,Trailer,2/12/2025,Eastern
F227D,Black,Trailer,HOMEBUILT,2005,Trailer,16/10/2025,Central
F390N,Silver,Briford,5X4,2005,Trailer,5/10/2025,Tasman
F431B,Silver,Factory Built,BRENT SMITH TRAILERS,2005,Trailer,31/08/2025,Canterbury
F4RAR,White,Chrysler,300C,2013,Saloon,22/10/2025,Counties/Manukau
F519S,Silver,Factory Built,BRENT SMITH TRAILERS,2005,Trailer,15/07/2025,Central
F533E,Black,Trailer,HOMEMADE,1974,Trailer,2/07/2025,Canterbury
F563W,Silver,Factory Built,BRENT SMITH TRAILERS,2005,Trailer,4/08/2025,Central
F668J,Silver,Kea,6 X 4,1995,Trailer,15/09/2025,Waikato
FAF454,Yellow,Toyota,VITZ,2004,Hatchback,16/09/2025,Waikato
FAH502,White,Nissan,NAVARA,2009,Utility,19/08/2025,Eastern
FAM728,Black,Great Wall,V240,2009,Utility,17/08/2025,Bay of Plenty
FAM941,Red,Toyota,YARIS,2009,Hatchback,17/07/2025,Northland
FAQ2,Silver,Toyota,COROLLA,2001,Stationwagon,18/06/2025,Central
FAR306,Silver,Toyota,HILUX,2009,Utility,25/10/2025,Northland
FAR979,Blue,Holden,COMMODORE,2009,Saloon,29/07/2025,Southern
FAS330,Black,Porsche,CAYENNE S,2009,Stationwagon,10/10/2025,Waitemata
FAY49,White,Toyota,HIACE,1991,Light Van,1/09/2025,Auckland City
FAZ333,White,Holden,COMMODORE,2009,Saloon,31/08/2025,Canterbury
FBD675,White,Toyota,IPSUM,2004,Stationwagon,29/08/2025,Waikato
FBF175,Blue,Mazda,MAZDA2,2009,Hatchback,19/11/2025,Counties/Manukau
FBK88,White,Mazda,ATENZA,2004,Saloon,5/12/2025,Wellington
FBM400,Silver,Honda,STREAM,2001,Stationwagon,10/10/2025,Bay of Plenty
FBP204,Red,Ford,RANGER,2007,Utility,9/10/2025,Canterbury
FBQ875,Silver,Volkswagen,PASSAT,2006,Stationwagon,26/11/2025,Bay of Plenty
FBS884,Red,Nissan,PRAIRIE,1998,Stationwagon,12/08/2025,Eastern
FBU826,Red,Toyota,SPACIO,2001,Saloon,21/06/2025,Waitemata
FBY242,Grey,Ford,FALCON,2009,Saloon,21/11/2025,Bay of Plenty
FBZ197,White,Nissan,VANETTE,2005,Light Van,6/11/2025,Waikato
FCF489,Silver,Honda,STREAM,2002,Stationwagon,21/09/2025,Eastern
FCJ215,White,Honda,ACCORD,2000,Saloon,1/12/2025,Waikato
FCL720,Black,Toyota,IST,2002,Hatchback,25/07/2025,Bay of Plenty
FCT620,Grey,Audi,A6,2006,Stationwagon,25/11/2025,Waikato
FCU766,Silver,BMW,X5,2002,Stationwagon,10/11/2025,Counties/Manukau
FD3809,Silver,Holden,66 PREMIER,1966,Saloon,5/09/2025,Waitemata
FDC148,Silver,Subaru,LEGACY,2003,Stationwagon,8/10/2025,Canterbury
FDE141,White,Isuzu,ELF,1991,Other Truck,18/11/2025,Central
FDH143,Black,Hyundai,H1,2009,Light Van,17/11/2025,Auckland City
FDJ101,Black,Nissan,NAVARA,2009,Utility,2/10/2025,Wellington
FDJ40,White,Nissan,NAVARA,2009,Utility,21/08/2025,Wellington
FDL494,Blue,Holden,COMMODORE,2009,Saloon,6/12/2025,Bay of Plenty
FDY523,Black,Nissan,SAFARI,1991,Light Van,17/08/2025,Canterbury
FDY918,Silver,Toyota,LANDCRUISER PRADO,2009,Stationwagon,11/08/2025,Auckland City
FEG727,White,Ford,COURIER,1999,Utility,22/06/2025,Canterbury
FEJ16,Silver,Honda,FIT,2003,Hatchback,3/12/2025,Waikato
FEJ335,Red,Subaru,IMPREZA,2002,Stationwagon,3/07/2025,Canterbury
FER411,Silver,Nissan,SKYLINE,1996,Saloon,19/07/2025,Waitemata
FET214,Silver,Toyota,COROLLA,2001,Hatchback,14/09/2025,Northland
FFC840,Silver,Nissan,QASHQAI,2010,Hatchback,27/11/2025,Northland
FFD102,Grey,Ford,RANGER,2009,Utility,14/11/2025,Waikato
FFE895,Silver,Toyota,HILUX,2010,Utility,9/07/2025,Bay of Plenty
FFK694,Red,Suzuki,SWIFT,2009,Hatchback,27/11/2025,Auckland City
FFL412,Blue,Mitsubishi,RVR,1999,Stationwagon,28/11/2025,Wellington
FFQ798,Blue,Mazda,FAMILIA,2000,Hatchback,17/07/2025,Bay of Plenty
FFZ575,Silver,Nissan,WINGROAD,2003,Stationwagon,12/07/2025,Canterbury
FFZ905,Blue,BMW,323I,2006,Saloon,21/08/2025,Counties/Manukau
FGG962,Silver,Jeep,PATRIOT,2010,Stationwagon,23/08/2025,Waikato
FGN440,Red,Ford,FALCON,2010,Saloon,4/11/2025,Counties/Manukau
FGP461,Silver,Toyota,VITZ,2001,Hatchback,26/11/2025,Canterbury
FGQ913,Blue,Toyota,RAV4,1998,Stationwagon,22/11/2025,Canterbury
FGR32,Yellow,Toyota,HIACE,2010,Light Van,15/07/2025,Southern
FGR772,Black,Holden,COMMODORE,2010,Stationwagon,29/07/2025,Central
FGY412,Silver,Honda,CRV,2002,Stationwagon,16/10/2025,Canterbury
FHB382,Silver,Toyota,VITZ,2005,Hatchback,2/07/2025,Auckland City
FHE389,Grey,Holden,COMMODORE,2010,Saloon,4/11/2025,Canterbury
FHG857,Red,Suzuki,SWIFT,2010,Hatchback,26/08/2025,Wellington
FHK563,Silver,Toyota,RAUM,2003,Stationwagon,21/07/2025,Counties/Manukau
FHP766,Blue,Subaru,LEGACY,2004,Stationwagon,10/07/2025,Waikato
FHU941,Blue,Honda,FIT,2004,Hatchback,19/06/2025,Counties/Manukau
FJA129,Silver,Honda,FIT,2008,Hatchback,24/11/2025,Wellington
